order_id,customer_id,order_date,status,total_amount,shipping_method,shipping_address,billing_address,payment_method,delivery_date,site_id
ORD0000096,CUS000079,2025-04-05 21:27:42,Pending,4078.09,Next Day,34676 Chan Brooks,34676 Chan Brooks,PayPal,,LOC006
ORD0000097,CUS000046,2025-04-06 04:24:42,Pending,1444.1,Pick up in store,0384 Michelle Cape,0384 Michelle Cape,Bank Transfer,,LOC001
ORD0000098,CUS000020,2025-04-05 13:03:42,Processing,4206.75,Express,63649 Robinson Court,63649 Robinson Court,PayPal,2025-04-14,LOC005
ORD0000099,CUS000067,2025-04-05 17:47:42,Delivered,4877.71,Next Day,4937 Brown Turnpike Suite 240,4937 Brown Turnpike Suite 240,Bank Transfer,2025-04-11,LOC005
ORD0000100,CUS000078,2025-04-05 15:59:42,Processing,4485.57,Standard,783 Hudson Mill Suite 171,783 Hudson Mill Suite 171,PayPal,2025-04-12,LOC010
ORD0000101,CUS000008,2025-04-06 01:24:42,Shipped,149.61,Next Day,949 Mueller Mission,949 Mueller Mission,PayPal,2025-04-17,LOC020
ORD0000102,CUS000028,2025-04-05 17:22:42,Delivered,1050.94,Express,4548 Rose Corner,4548 Rose Corner,Credit Card,2025-04-18,LOC019
ORD0000103,CUS000050,2025-04-06 02:09:42,Pending,6810.330000000001,Pick up in store,739 Garcia Spur Apt. 819,739 Garcia Spur Apt. 819,Credit Card,,LOC013
ORD0000104,CUS000044,2025-04-06 00:39:42,Processing,3771.6000000000004,Pick up in store,28472 Anderson Bypass,28472 Anderson Bypass,PayPal,2025-04-09,LOC012
ORD0000105,CUS000005,2025-04-06 06:29:42,Delivered,642.84,Next Day,55835 Christopher Parkways Suite 486,55835 Christopher Parkways Suite 486,Credit Card,2025-04-11,LOC018
ORD0000106,CUS000008,2025-04-05 15:51:42,Shipped,4012.56,Pick up in store,949 Mueller Mission,949 Mueller Mission,Bank Transfer,2025-04-16,LOC009
ORD0000107,CUS000071,2025-04-05 17:15:42,Shipped,6283.59,Next Day,085 Aaron Crescent Apt. 676,085 Aaron Crescent Apt. 676,Credit Card,2025-04-17,LOC011
ORD0000108,CUS000097,2025-04-06 09:18:42,Processing,901.32,Pick up in store,728 Laurie Cape,728 Laurie Cape,Credit Card,2025-04-07,LOC002
ORD0000109,CUS000023,2025-04-05 12:08:42,Delivered,4578.08,Pick up in store,245 Hall Cove,245 Hall Cove,Bank Transfer,2025-04-12,LOC008
ORD0000110,CUS000076,2025-04-07 06:20:42,Processing,1386.75,Express,8996 Amanda Plaza,8996 Amanda Plaza,Bank Transfer,2025-04-17,LOC017
ORD0000111,CUS000071,2025-04-06 10:53:42,Pending,4032.62,Express,085 Aaron Crescent Apt. 676,085 Aaron Crescent Apt. 676,PayPal,,LOC018
ORD0000112,CUS000049,2025-04-07 07:33:42,Shipped,6550.2300000000005,Express,8581 Katelyn Pike Apt. 739,8581 Katelyn Pike Apt. 739,PayPal,2025-04-12,LOC016
ORD0000113,CUS000068,2025-04-06 13:10:42,Shipped,3992.72,Pick up in store,165 Walker Mill,165 Walker Mill,PayPal,2025-04-14,LOC018
ORD0000114,CUS000087,2025-04-07 01:30:42,Processing,3148.1900000000005,Pick up in store,99137 Scott Streets Suite 891,99137 Scott Streets Suite 891,PayPal,2025-04-13,LOC014
ORD0000115,CUS000095,2025-04-06 22:11:42,Delivered,3296.4000000000005,Standard,1425 Williams Mountain,1425 Williams Mountain,Credit Card,2025-04-08,LOC017
ORD0000116,CUS000091,2025-04-07 05:27:42,Pending,3323.0499999999997,Standard,7372 Marshall Haven,7372 Marshall Haven,Bank Transfer,,LOC003
ORD0000117,CUS000001,2025-04-06 15:55:42,Pending,2687.97,Next Day,45447 Ryan Springs Suite 790,45447 Ryan Springs Suite 790,PayPal,,LOC007
ORD0000118,CUS000072,2025-04-07 06:56:42,Delivered,4068.03,Standard,022 Brennan Vista,022 Brennan Vista,PayPal,2025-04-18,LOC003
ORD0000119,CUS000008,2025-04-06 18:57:42,Shipped,4351.85,Express,949 Mueller Mission,949 Mueller Mission,Credit Card,2025-04-12,LOC015
ORD0000120,CUS000011,2025-04-07 04:20:42,Delivered,5774.07,Next Day,627 Carol Vista,627 Carol Vista,PayPal,2025-04-12,LOC014
ORD0000121,CUS000030,2025-04-06 17:00:42,Processing,3322.05,Standard,56818 Wright Drives,56818 Wright Drives,Bank Transfer,2025-04-11,LOC017
ORD0000122,CUS000080,2025-04-06 13:35:42,Delivered,8300.03,Express,84198 Mitchell Light,84198 Mitchell Light,Credit Card,2025-04-10,LOC006
ORD0000123,CUS000096,2025-04-06 14:58:42,Processing,5263.07,Next Day,997 Debra Road,997 Debra Road,Credit Card,2025-04-15,LOC016
ORD0000124,CUS000087,2025-04-07 06:05:42,Processing,6117.759999999999,Standard,99137 Scott Streets Suite 891,99137 Scott Streets Suite 891,Bank Transfer,2025-04-10,LOC011
ORD0000125,CUS000098,2025-04-07 02:04:42,Processing,5297.860000000001,Pick up in store,4693 Ashley Centers,4693 Ashley Centers,Bank Transfer,2025-04-14,LOC002
ORD0000126,CUS000018,2025-04-06 22:56:42,Pending,5195.150000000001,Pick up in store,693 Kathryn Extension,693 Kathryn Extension,Bank Transfer,,LOC001
ORD0000127,CUS000035,2025-04-06 18:22:42,Pending,5609.5599999999995,Next Day,0435 Mullins Canyon,0435 Mullins Canyon,Credit Card,,LOC016
ORD0000128,CUS000009,2025-04-07 01:36:42,Processing,1996.5,Next Day,4479 Hinton Heights Suite 425,4479 Hinton Heights Suite 425,PayPal,2025-04-19,LOC007
ORD0000129,CUS000025,2025-04-07 23:23:42,Shipped,3196.0400000000004,Standard,554 Phillips Spring,554 Phillips Spring,Bank Transfer,2025-04-16,LOC018
ORD0000130,CUS000023,2025-04-08 02:14:42,Shipped,7882.42,Express,245 Hall Cove,245 Hall Cove,Bank Transfer,2025-04-21,LOC014
ORD0000131,CUS000083,2025-04-07 22:53:42,Shipped,2265.2000000000003,Standard,808 Joseph Center Suite 987,808 Joseph Center Suite 987,Credit Card,2025-04-11,LOC014
ORD0000132,CUS000097,2025-04-07 17:08:42,Pending,7021.92,Next Day,728 Laurie Cape,728 Laurie Cape,Bank Transfer,,LOC002
ORD0000133,CUS000038,2025-04-07 20:15:42,Delivered,1898.5,Next Day,811 Leonard Ford Apt. 102,811 Leonard Ford Apt. 102,Bank Transfer,2025-04-08,LOC019
ORD0000134,CUS000027,2025-04-08 00:05:42,Pending,3169.76,Next Day,8148 John Course Suite 159,8148 John Course Suite 159,PayPal,,LOC016
ORD0000135,CUS000086,2025-04-07 15:40:42,Processing,9215.23,Express,023 Melissa Crossroad Apt. 855,023 Melissa Crossroad Apt. 855,PayPal,2025-04-10,LOC006
ORD0000136,CUS000060,2025-04-08 01:40:42,Processing,2170.23,Express,50318 Kenneth Burg Suite 855,50318 Kenneth Burg Suite 855,PayPal,2025-04-09,LOC020
ORD0000137,CUS000075,2025-04-08 08:33:42,Shipped,1930.68,Pick up in store,10585 Shaun Squares Suite 674,10585 Shaun Squares Suite 674,PayPal,2025-04-16,LOC020
ORD0000138,CUS000050,2025-04-08 08:56:42,Pending,8466.43,Pick up in store,739 Garcia Spur Apt. 819,739 Garcia Spur Apt. 819,Credit Card,,LOC020
ORD0000139,CUS000004,2025-04-07 19:03:42,Delivered,727.51,Pick up in store,86781 Webb Tunnel Apt. 880,86781 Webb Tunnel Apt. 880,PayPal,2025-04-20,LOC008
ORD0000140,CUS000003,2025-04-08 07:03:42,Pending,6758.1900000000005,Pick up in store,22024 Harrison Roads,22024 Harrison Roads,Credit Card,,LOC012
ORD0000141,CUS000093,2025-04-08 04:55:42,Shipped,2009.66,Pick up in store,443 Evans Pine Apt. 602,443 Evans Pine Apt. 602,PayPal,2025-04-12,LOC015
ORD0000142,CUS000077,2025-04-08 09:35:42,Delivered,711.43,Express,17316 Ashley Ridges Suite 345,17316 Ashley Ridges Suite 345,Bank Transfer,2025-04-14,LOC008
ORD0000143,CUS000074,2025-04-07 18:31:42,Shipped,6776.18,Express,42549 Zavala Lakes Suite 652,42549 Zavala Lakes Suite 652,Credit Card,2025-04-19,LOC018
ORD0000144,CUS000018,2025-04-08 23:45:42,Processing,3521.68,Standard,693 Kathryn Extension,693 Kathryn Extension,Credit Card,2025-04-14,LOC018
ORD0000145,CUS000093,2025-04-09 00:42:42,Processing,7043.1900000000005,Pick up in store,443 Evans Pine Apt. 602,443 Evans Pine Apt. 602,Bank Transfer,2025-04-10,LOC020
ORD0000146,CUS000060,2025-04-09 09:49:42,Delivered,5423.639999999999,Next Day,50318 Kenneth Burg Suite 855,50318 Kenneth Burg Suite 855,PayPal,2025-04-11,LOC002
ORD0000147,CUS000056,2025-04-08 19:05:42,Delivered,8949.380000000001,Pick up in store,5399 Pierce Gardens Suite 720,5399 Pierce Gardens Suite 720,Bank Transfer,2025-04-17,LOC018
ORD0000148,CUS000048,2025-04-09 02:13:42,Shipped,3605.1499999999996,Express,1997 Shelly Shore,1997 Shelly Shore,Credit Card,2025-04-12,LOC003
ORD0000149,CUS000010,2025-04-09 00:19:42,Delivered,7209.93,Pick up in store,386 Brian Gateway,386 Brian Gateway,PayPal,2025-04-21,LOC004
ORD0000150,CUS000020,2025-04-09 06:35:42,Pending,7925.52,Standard,63649 Robinson Court,63649 Robinson Court,PayPal,,LOC013
ORD0000151,CUS000007,2025-04-09 05:03:42,Delivered,4003.63,Standard,64048 Golden Mount Suite 491,64048 Golden Mount Suite 491,PayPal,2025-04-10,LOC003
ORD0000152,CUS000051,2025-04-09 04:41:42,Delivered,1903.07,Standard,563 Jones Fields Suite 934,563 Jones Fields Suite 934,Bank Transfer,2025-04-16,LOC003
ORD0000153,CUS000031,2025-04-09 00:55:42,Processing,96.26,Express,3219 Rodriguez Passage Suite 363,3219 Rodriguez Passage Suite 363,Credit Card,2025-04-11,LOC011
ORD0000154,CUS000025,2025-04-09 02:17:42,Shipped,2364.2799999999997,Pick up in store,554 Phillips Spring,554 Phillips Spring,PayPal,2025-04-16,LOC019
ORD0000155,CUS000095,2025-04-09 19:58:42,Pending,392.5,Express,1425 Williams Mountain,1425 Williams Mountain,Bank Transfer,,LOC017
ORD0000156,CUS000099,2025-04-09 17:11:42,Processing,3080.12,Express,385 Diana Mountain,385 Diana Mountain,PayPal,2025-04-18,LOC012
ORD0000157,CUS000099,2025-04-10 08:04:42,Processing,4853.33,Standard,385 Diana Mountain,385 Diana Mountain,Bank Transfer,2025-04-24,LOC002
ORD0000158,CUS000093,2025-04-10 10:19:42,Pending,6422.88,Next Day,443 Evans Pine Apt. 602,443 Evans Pine Apt. 602,Credit Card,,LOC020
ORD0000159,CUS000029,2025-04-10 00:36:42,Processing,3917.17,Pick up in store,248 Schaefer Alley,248 Schaefer Alley,Bank Transfer,2025-04-11,LOC005
ORD0000160,CUS000039,2025-04-10 02:27:42,Pending,6398.22,Standard,06077 Marcus Bypass,06077 Marcus Bypass,Bank Transfer,,LOC007
ORD0000161,CUS000044,2025-04-10 08:28:42,Shipped,6212.44,Standard,28472 Anderson Bypass,28472 Anderson Bypass,Bank Transfer,2025-04-13,LOC020
ORD0000162,CUS000083,2025-04-09 19:30:42,Delivered,6502.3,Next Day,808 Joseph Center Suite 987,808 Joseph Center Suite 987,Credit Card,2025-04-22,LOC004
ORD0000163,CUS000098,2025-04-10 05:55:42,Shipped,1570.0,Pick up in store,4693 Ashley Centers,4693 Ashley Centers,Credit Card,2025-04-13,LOC008
ORD0000164,CUS000066,2025-04-09 21:13:42,Shipped,3773.6800000000003,Pick up in store,712 Andrew Ranch,712 Andrew Ranch,Bank Transfer,2025-04-23,LOC007
ORD0000165,CUS000092,2025-04-11 04:27:42,Processing,8311.410000000002,Next Day,441 Nichols Glen,441 Nichols Glen,Bank Transfer,2025-04-25,LOC007
ORD0000166,CUS000083,2025-04-10 21:05:42,Processing,9036.89,Next Day,808 Joseph Center Suite 987,808 Joseph Center Suite 987,Credit Card,2025-04-22,LOC020
ORD0000167,CUS000073,2025-04-10 22:49:42,Pending,3506.6999999999994,Pick up in store,598 Smith Mission Suite 623,598 Smith Mission Suite 623,Credit Card,,LOC012
ORD0000168,CUS000073,2025-04-10 18:20:42,Pending,4018.13,Standard,598 Smith Mission Suite 623,598 Smith Mission Suite 623,PayPal,,LOC017
ORD0000169,CUS000052,2025-04-11 01:23:42,Processing,4770.08,Express,28803 Kyle Island,28803 Kyle Island,Bank Transfer,2025-04-18,LOC004
ORD0000170,CUS000044,2025-04-11 05:58:42,Shipped,5719.41,Standard,28472 Anderson Bypass,28472 Anderson Bypass,PayPal,2025-04-13,LOC019
ORD0000171,CUS000094,2025-04-11 07:23:42,Shipped,1331.0,Standard,91800 Tony Lights Suite 800,91800 Tony Lights Suite 800,PayPal,2025-04-25,LOC019
ORD0000172,CUS000069,2025-04-11 09:16:42,Delivered,544.11,Standard,56017 Michelle Trace Apt. 592,56017 Michelle Trace Apt. 592,Bank Transfer,2025-04-18,LOC017
ORD0000173,CUS000052,2025-04-11 03:47:42,Pending,4303.320000000001,Next Day,28803 Kyle Island,28803 Kyle Island,Credit Card,,LOC012
ORD0000174,CUS000071,2025-04-10 18:44:42,Processing,1668.42,Pick up in store,085 Aaron Crescent Apt. 676,085 Aaron Crescent Apt. 676,Credit Card,2025-04-15,LOC017
ORD0000175,CUS000016,2025-04-10 13:19:42,Delivered,6637.9,Express,517 Lester Brook,517 Lester Brook,Bank Transfer,2025-04-12,LOC018
ORD0000176,CUS000023,2025-04-10 20:53:42,Delivered,4082.02,Pick up in store,245 Hall Cove,245 Hall Cove,Credit Card,2025-04-16,LOC016
ORD0000177,CUS000040,2025-04-10 11:14:42,Pending,8576.51,Next Day,9433 Jackie Key,9433 Jackie Key,Credit Card,,LOC009
ORD0000178,CUS000081,2025-04-10 18:24:42,Pending,4166.7699999999995,Express,335 Kyle Crescent Apt. 760,335 Kyle Crescent Apt. 760,Bank Transfer,,LOC017
ORD0000179,CUS000097,2025-04-10 18:29:42,Processing,712.05,Pick up in store,728 Laurie Cape,728 Laurie Cape,Bank Transfer,2025-04-22,LOC012
ORD0000180,CUS000085,2025-04-11 04:07:42,Processing,785.0,Standard,65310 Smith Causeway,65310 Smith Causeway,PayPal,2025-04-20,LOC001
ORD0000181,CUS000037,2025-04-11 07:46:42,Delivered,5449.889999999999,Standard,536 Elizabeth Via,536 Elizabeth Via,Bank Transfer,2025-04-17,LOC009
ORD0000182,CUS000051,2025-04-12 07:52:42,Pending,4709.88,Standard,563 Jones Fields Suite 934,563 Jones Fields Suite 934,Credit Card,,LOC005
ORD0000183,CUS000011,2025-04-11 15:27:42,Delivered,2211.87,Express,627 Carol Vista,627 Carol Vista,Bank Transfer,2025-04-16,LOC006
ORD0000184,CUS000001,2025-04-12 03:53:42,Shipped,1207.28,Next Day,45447 Ryan Springs Suite 790,45447 Ryan Springs Suite 790,PayPal,2025-04-18,LOC014
ORD0000185,CUS000067,2025-04-11 12:43:42,Shipped,3797.0,Express,4937 Brown Turnpike Suite 240,4937 Brown Turnpike Suite 240,Credit Card,2025-04-19,LOC017
ORD0000186,CUS000092,2025-04-11 12:07:42,Processing,2101.66,Express,441 Nichols Glen,441 Nichols Glen,Credit Card,2025-04-24,LOC008
ORD0000187,CUS000052,2025-04-12 02:50:42,Shipped,2232.12,Standard,28803 Kyle Island,28803 Kyle Island,PayPal,2025-04-23,LOC001
ORD0000188,CUS000051,2025-04-11 20:24:42,Shipped,100.35,Next Day,563 Jones Fields Suite 934,563 Jones Fields Suite 934,Bank Transfer,2025-04-12,LOC018
ORD0000189,CUS000091,2025-04-11 19:57:42,Processing,6411.870000000001,Next Day,7372 Marshall Haven,7372 Marshall Haven,PayPal,2025-04-18,LOC020
ORD0000190,CUS000092,2025-04-12 02:00:42,Delivered,2368.8,Express,441 Nichols Glen,441 Nichols Glen,PayPal,2025-04-23,LOC016
ORD0000191,CUS000032,2025-04-11 17:59:42,Processing,8242.95,Pick up in store,57334 Cooper Island,57334 Cooper Island,Bank Transfer,2025-04-14,LOC019
ORD0000192,CUS000038,2025-04-11 14:11:42,Delivered,5746.1,Pick up in store,811 Leonard Ford Apt. 102,811 Leonard Ford Apt. 102,PayPal,2025-04-23,LOC011
ORD0000193,CUS000065,2025-04-12 04:57:42,Pending,1819.16,Next Day,0316 Wendy Club Apt. 476,0316 Wendy Club Apt. 476,PayPal,,LOC017
ORD0000194,CUS000060,2025-04-11 11:21:42,Processing,8853.33,Express,50318 Kenneth Burg Suite 855,50318 Kenneth Burg Suite 855,Credit Card,2025-04-17,LOC016
ORD0000195,CUS000032,2025-04-11 22:03:42,Pending,7397.65,Express,57334 Cooper Island,57334 Cooper Island,PayPal,,LOC001
ORD0000196,CUS000094,2025-04-12 04:57:42,Shipped,7596.31,Next Day,91800 Tony Lights Suite 800,91800 Tony Lights Suite 800,PayPal,2025-04-23,LOC012
ORD0000197,CUS000017,2025-04-12 01:26:42,Processing,2803.9700000000003,Next Day,4207 Craig Causeway,4207 Craig Causeway,Bank Transfer,2025-04-25,LOC008
ORD0000198,CUS000064,2025-04-12 09:41:42,Delivered,464.36,Express,93926 Jason Common Suite 790,93926 Jason Common Suite 790,Credit Card,2025-04-26,LOC015
ORD0000199,CUS000030,2025-04-11 11:11:42,Shipped,8020.860000000001,Express,56818 Wright Drives,56818 Wright Drives,Credit Card,2025-04-12,LOC012
ORD0000200,CUS000037,2025-04-11 22:24:42,Shipped,5392.34,Next Day,536 Elizabeth Via,536 Elizabeth Via,Bank Transfer,2025-04-19,LOC012
ORD0000201,CUS000094,2025-04-11 22:54:42,Pending,2610.02,Pick up in store,91800 Tony Lights Suite 800,91800 Tony Lights Suite 800,Bank Transfer,,LOC011
ORD0000202,CUS000001,2025-04-11 23:36:42,Pending,7724.679999999999,Next Day,45447 Ryan Springs Suite 790,45447 Ryan Springs Suite 790,Bank Transfer,,LOC010
ORD0000203,CUS000042,2025-04-11 11:45:42,Shipped,6148.090000000001,Standard,19899 Mark Way Suite 871,19899 Mark Way Suite 871,PayPal,2025-04-16,LOC002
ORD0000204,CUS000077,2025-04-11 16:33:42,Pending,1364.48,Express,17316 Ashley Ridges Suite 345,17316 Ashley Ridges Suite 345,Bank Transfer,,LOC015
ORD0000205,CUS000096,2025-04-11 21:33:42,Processing,4938.64,Express,997 Debra Road,997 Debra Road,Credit Card,2025-04-22,LOC007
ORD0000206,CUS000100,2025-04-11 22:34:42,Shipped,2210.5999999999995,Next Day,14536 Holly Trail,14536 Holly Trail,Bank Transfer,2025-04-25,LOC004
ORD0000207,CUS000030,2025-04-11 14:43:42,Pending,6701.53,Pick up in store,56818 Wright Drives,56818 Wright Drives,Bank Transfer,,LOC001
ORD0000208,CUS000062,2025-04-12 10:22:42,Delivered,6789.27,Express,9634 Thomas Vista,9634 Thomas Vista,PayPal,2025-04-26,LOC013
ORD0000209,CUS000053,2025-04-11 20:35:42,Processing,10236.380000000001,Pick up in store,92512 Armstrong Station,92512 Armstrong Station,Bank Transfer,2025-04-19,LOC006
ORD0000210,CUS000057,2025-04-11 14:53:42,Pending,5493.800000000001,Pick up in store,647 Mcgee Manors,647 Mcgee Manors,Credit Card,,LOC003
ORD0000211,CUS000067,2025-04-13 03:41:42,Shipped,7858.850000000001,Express,4937 Brown Turnpike Suite 240,4937 Brown Turnpike Suite 240,Credit Card,2025-04-17,LOC010
ORD0000212,CUS000003,2025-04-13 08:33:42,Delivered,10949.1,Next Day,22024 Harrison Roads,22024 Harrison Roads,Bank Transfer,2025-04-23,LOC019
ORD0000213,CUS000014,2025-04-13 00:34:42,Shipped,8192.59,Pick up in store,240 Lewis Park,240 Lewis Park,Credit Card,2025-04-25,LOC014
ORD0000214,CUS000043,2025-04-13 08:23:42,Pending,6033.370000000001,Next Day,1002 John Row Apt. 424,1002 John Row Apt. 424,PayPal,,LOC019
ORD0000215,CUS000068,2025-04-13 01:44:42,Pending,9811.249999999998,Express,165 Walker Mill,165 Walker Mill,PayPal,,LOC003
ORD0000216,CUS000029,2025-04-13 04:34:42,Delivered,6368.13,Standard,248 Schaefer Alley,248 Schaefer Alley,Bank Transfer,2025-04-25,LOC010
ORD0000217,CUS000056,2025-04-12 17:17:42,Processing,6345.34,Next Day,5399 Pierce Gardens Suite 720,5399 Pierce Gardens Suite 720,PayPal,2025-04-25,LOC008
ORD0000218,CUS000097,2025-04-13 10:12:42,Delivered,837.84,Express,728 Laurie Cape,728 Laurie Cape,Bank Transfer,2025-04-23,LOC009
ORD0000219,CUS000059,2025-04-13 05:03:42,Delivered,5410.04,Express,604 Jones Courts Apt. 869,604 Jones Courts Apt. 869,Bank Transfer,2025-04-15,LOC010
ORD0000220,CUS000003,2025-04-13 06:58:42,Processing,3355.81,Express,22024 Harrison Roads,22024 Harrison Roads,PayPal,2025-04-18,LOC012
ORD0000221,CUS000015,2025-04-12 21:23:42,Shipped,1160.9,Next Day,943 Dawn Extension Apt. 032,943 Dawn Extension Apt. 032,Bank Transfer,2025-04-15,LOC004
ORD0000222,CUS000093,2025-04-12 11:48:42,Delivered,7512.7,Express,443 Evans Pine Apt. 602,443 Evans Pine Apt. 602,PayPal,2025-04-24,LOC013
ORD0000223,CUS000088,2025-04-12 17:48:42,Pending,1704.64,Express,50544 Penny Isle Suite 526,50544 Penny Isle Suite 526,Credit Card,,LOC020
ORD0000224,CUS000080,2025-04-12 22:21:42,Shipped,2296.06,Standard,84198 Mitchell Light,84198 Mitchell Light,PayPal,2025-04-26,LOC002
ORD0000225,CUS000001,2025-04-12 20:51:42,Shipped,5862.1900000000005,Pick up in store,45447 Ryan Springs Suite 790,45447 Ryan Springs Suite 790,Credit Card,2025-04-24,LOC012
ORD0000226,CUS000083,2025-04-13 08:31:42,Shipped,1849.0,Express,808 Joseph Center Suite 987,808 Joseph Center Suite 987,Bank Transfer,2025-04-14,LOC001
ORD0000227,CUS000058,2025-04-12 18:45:42,Shipped,4203.469999999999,Standard,6387 Susan Roads,6387 Susan Roads,Credit Card,2025-04-20,LOC008
ORD0000228,CUS000036,2025-04-12 18:21:42,Shipped,6133.96,Next Day,4716 Felicia Trafficway Apt. 051,4716 Felicia Trafficway Apt. 051,Credit Card,2025-04-17,LOC018
ORD0000229,CUS000018,2025-04-12 20:45:42,Delivered,1540.06,Standard,693 Kathryn Extension,693 Kathryn Extension,PayPal,2025-04-13,LOC002
ORD0000230,CUS000018,2025-04-13 01:51:42,Processing,1825.1,Standard,693 Kathryn Extension,693 Kathryn Extension,Bank Transfer,2025-04-19,LOC020
ORD0000231,CUS000078,2025-04-12 23:05:42,Processing,3559.8,Next Day,783 Hudson Mill Suite 171,783 Hudson Mill Suite 171,Credit Card,2025-04-20,LOC011
ORD0000232,CUS000079,2025-04-13 02:33:42,Shipped,3787.39,Express,34676 Chan Brooks,34676 Chan Brooks,PayPal,2025-04-22,LOC002
ORD0000233,CUS000014,2025-04-12 20:08:42,Processing,1714.3600000000001,Express,240 Lewis Park,240 Lewis Park,Bank Transfer,2025-04-25,LOC013
ORD0000234,CUS000054,2025-04-13 04:18:42,Pending,5056.85,Pick up in store,00532 Matthew Fork Suite 143,00532 Matthew Fork Suite 143,Bank Transfer,,LOC005
ORD0000235,CUS000028,2025-04-13 02:36:42,Delivered,5675.82,Express,4548 Rose Corner,4548 Rose Corner,Credit Card,2025-04-27,LOC013
ORD0000236,CUS000001,2025-04-13 06:14:42,Pending,365.09999999999997,Standard,45447 Ryan Springs Suite 790,45447 Ryan Springs Suite 790,Bank Transfer,,LOC008
ORD0000237,CUS000087,2025-04-13 00:23:42,Pending,2215.31,Standard,99137 Scott Streets Suite 891,99137 Scott Streets Suite 891,PayPal,,LOC010
ORD0000238,CUS000003,2025-04-12 22:57:42,Shipped,2863.4,Next Day,22024 Harrison Roads,22024 Harrison Roads,Bank Transfer,2025-04-22,LOC009
ORD0000239,CUS000070,2025-04-12 20:36:42,Pending,2148.36,Standard,17993 Lee Cove Apt. 976,17993 Lee Cove Apt. 976,Bank Transfer,,LOC011
ORD0000240,CUS000085,2025-04-13 14:28:42,Pending,1425.6399999999999,Next Day,65310 Smith Causeway,65310 Smith Causeway,Credit Card,,LOC019
ORD0000241,CUS000096,2025-04-14 10:01:42,Processing,12473.63,Pick up in store,997 Debra Road,997 Debra Road,Bank Transfer,2025-04-28,LOC012
ORD0000242,CUS000012,2025-04-14 09:59:42,Pending,7653.45,Next Day,753 Powell Manor Suite 888,753 Powell Manor Suite 888,Bank Transfer,,LOC009
ORD0000243,CUS000071,2025-04-13 21:37:42,Delivered,3427.1400000000003,Express,085 Aaron Crescent Apt. 676,085 Aaron Crescent Apt. 676,Bank Transfer,2025-04-21,LOC016
ORD0000244,CUS000085,2025-04-13 22:49:42,Delivered,7596.69,Standard,65310 Smith Causeway,65310 Smith Causeway,Credit Card,2025-04-25,LOC012
ORD0000245,CUS000038,2025-04-13 20:24:42,Processing,5079.25,Pick up in store,811 Leonard Ford Apt. 102,811 Leonard Ford Apt. 102,PayPal,2025-04-14,LOC006
ORD0000246,CUS000074,2025-04-13 18:34:42,Shipped,2237.64,Pick up in store,42549 Zavala Lakes Suite 652,42549 Zavala Lakes Suite 652,Bank Transfer,2025-04-25,LOC002
ORD0000247,CUS000072,2025-04-14 03:14:42,Delivered,7513.030000000001,Standard,022 Brennan Vista,022 Brennan Vista,PayPal,2025-04-27,LOC020
ORD0000248,CUS000100,2025-04-14 05:34:42,Shipped,2467.11,Express,14536 Holly Trail,14536 Holly Trail,Bank Transfer,2025-04-28,LOC015
ORD0000249,CUS000045,2025-04-14 10:40:42,Delivered,5936.6,Standard,14062 Oliver Spurs,14062 Oliver Spurs,Bank Transfer,2025-04-15,LOC020
ORD0000250,CUS000053,2025-04-14 01:57:42,Pending,909.58,Standard,92512 Armstrong Station,92512 Armstrong Station,Credit Card,,LOC014
ORD0000251,CUS000010,2025-04-13 19:54:42,Pending,614.52,Next Day,386 Brian Gateway,386 Brian Gateway,PayPal,,LOC002
ORD0000252,CUS000013,2025-04-14 06:39:42,Pending,11690.580000000002,Next Day,54024 Miller Track Suite 763,54024 Miller Track Suite 763,PayPal,,LOC018
ORD0000253,CUS000051,2025-04-14 02:46:42,Pending,8820.25,Next Day,563 Jones Fields Suite 934,563 Jones Fields Suite 934,PayPal,,LOC002
ORD0000254,CUS000084,2025-04-14 08:52:42,Processing,819.36,Standard,3563 Ashley Wall Apt. 125,3563 Ashley Wall Apt. 125,Credit Card,2025-04-22,LOC007
ORD0000255,CUS000078,2025-04-14 10:31:42,Processing,1632.33,Express,783 Hudson Mill Suite 171,783 Hudson Mill Suite 171,PayPal,2025-04-18,LOC013
ORD0000256,CUS000071,2025-04-13 15:34:42,Shipped,8138.56,Express,085 Aaron Crescent Apt. 676,085 Aaron Crescent Apt. 676,Bank Transfer,2025-04-21,LOC005
ORD0000257,CUS000075,2025-04-14 09:22:42,Pending,1751.3600000000001,Express,10585 Shaun Squares Suite 674,10585 Shaun Squares Suite 674,Credit Card,,LOC015
ORD0000258,CUS000014,2025-04-14 01:05:42,Pending,4417.06,Standard,240 Lewis Park,240 Lewis Park,PayPal,,LOC018
ORD0000259,CUS000001,2025-04-14 00:25:42,Shipped,6039.31,Express,45447 Ryan Springs Suite 790,45447 Ryan Springs Suite 790,Credit Card,2025-04-15,LOC003
ORD0000260,CUS000041,2025-04-14 03:29:42,Processing,10941.739999999998,Next Day,312 Mathew Route Suite 835,312 Mathew Route Suite 835,Credit Card,2025-04-24,LOC003
ORD0000261,CUS000080,2025-04-13 17:43:42,Shipped,3500.02,Pick up in store,84198 Mitchell Light,84198 Mitchell Light,Bank Transfer,2025-04-15,LOC013
ORD0000262,CUS000026,2025-04-13 11:42:42,Pending,3913.34,Pick up in store,305 Newton Bypass,305 Newton Bypass,Bank Transfer,,LOC003
